mtry,splitrule,min.node.size,ROC,Sens,Spec,ROCSD,SensSD,SpecSD,num.trees,max.depth
10,gini,5,0.9383044546241818,0.9118596521141723,0.8488010204081633,8.058377742292584e-4,0.0036696702514945963,0.0014862225522276626,150,70
10,gini,7,0.9383192327945057,0.9123823987575413,0.8484566326530613,0.001177494279411723,0.003831876108584031,0.0019032208702939688,150,70
30,gini,1,0.9383229679994338,0.9142574743033086,0.8505676020408163,5.870127273894659e-4,0.0018986006875772162,0.0010109977427571403,150,70
30,gini,3,0.9383219477163797,0.9132631152815466,0.8518877551020408,0.0010266072911579288,0.002294964102887089,0.001021254830505924,150,70
30,gini,5,0.9381911435503559,0.9122176131162107,0.8517665816326531,6.079804700167196e-4,0.002320180952101788,8.981371758020495e-4,150,70
30,gini,7,0.9379087227495827,0.91297900306428,0.8505548469387755,9.206685124473993e-4,0.002081246207104196,0.0015648735096344874,150,70
50,gini,1,0.9381983630878546,0.9152461626455022,0.8509630102040816,6.219573282785986e-4,0.0023792414405332607,0.001086151425586884,150,70
50,gini,3,0.9380519229223712,0.914552952255498,0.8522321428571429,7.638478532364524e-4,0.0032639481164068156,0.0011860787572319626,150,70
50,gini,5,0.9380485116092598,0.914905238380813,0.851938775510204,7.273772336970668e-4,0.0025244905700590337,8.869726825663208e-4,150,70
50,gini,7,0.9380165564468005,0.9148370497827213,0.8520280612244898,7.578349838667576e-4,0.002653951281207671,7.992956986365113e-4,150,70
70,gini,1,0.9380262569957798,0.91618939531231125,0.8517920918367347,7.7611830288389e-4,0.003353888037656852,9.511428362611466e-4,150,70
70,gini,3,0.9380574022356183,0.9149393404284532,0.8520854591836735,7.711583015889145e-4,0.003165808423168246,3.511998699555757e-4,150,70
70,gini,5,0.937906598002033,0.9148313734531363,0.8520280612244898,6.270488299322122e-4,0.0027919850038186644,6.267383935107682e-4,150,70
70,gini,7,0.9376141428729449,0.915081388304205,0.8522257653061225,7.365048377449281e-4,0.003083097580897178,0.0010210058836113583,150,70
90,gini,1,0.9378369138012245,0.9161666564167293,0.8519515306122449,8.796139821763553e-4,0.003353950407946183,0.0014318276710162071,150,70
90,gini,3,0.9378062345637384,0.9151495714137091,0.8522385204081633,8.455316116989822e-4,0.003321945389175691,0.0016039889485803338,150,70
90,gini,5,0.937667828064497,0.9151495736737157,0.852704081632653,7.968745377019841e-4,0.0032612990803244793,0.0011131978312245926,150,70
90,gini,7,0.9375810765651257,0.9155927709883707,0.8519770408163265,9.106021085793411e-4,0.0032329589206705808,0.0014358344773494286,150,70
110,gini,1,0.9374715318649571,0.9158314100959156,0.8515369897959184,9.335016364628109e-4,0.0035280109526991967,0.002274940478749154,150,70
110,gini,3,0.9374753767231315,0.9144336356881629,0.8528762755102041,8.608933042019791e-4,0.003307423178180979,0.0011745347177307655,150,70
110,gini,5,0.9373266355709708,0.9152745801306759,0.8524234693877552,8.825017543925303e-4,0.0036114241760642814,0.001375615727686427,150,70
110,gini,7,0.9373351398430522,0.9149393373613012,0.8521428571428572,9.894317863036635e-4,0.003529456271249289,0.0012249630383335244,150,70
130,gini,1,0.9374140584441721,0.9161382502315889,0.8513329081632652,8.025266022539481e-4,0.0034411281193668752,0.0019179629828524533,150,70
130,gini,3,0.9371204295561919,0.9144904474127274,0.8522640306122449,8.35764688411813e-4,0.003979709875751525,0.0018434321980605275,150,70
130,gini,5,0.937211864687868,0.9150416041155341,0.8522767857142857,7.618626257480943e-4,0.0031730022654716003,0.0015757197943030053,150,70
130,gini,7,0.9370173817268117,0.9150416144469932,0.8517857142857143,6.328362986174601e-4,0.0034607332221008565,0.001621422581175245,150,70
150,gini,1,0.9369607178053597,0.9161950685747444,0.8518494897959183,9.497572046254728e-4,0.0032588035831886564,0.0016395082385950535,150,70
150,gini,3,0.9368568870259415,0.9143824835045625,0.8522257653061225,9.250815767673835e-4,0.0034932043127111245,0.0017188949382302117,150,70
150,gini,5,0.9369970287382028,0.914479086359247,0.8523852040816327,9.781460794578865e-4,0.0030942171326986344,0.0013784586366605987,150,70
150,gini,7,0.9368430582047691,0.9151495783551581,0.8519579081632653,8.500066593308398e-4,0.0038055144845917264,0.0021255766192828647,150,70
