alpha,lambda,ROC,Sens,Spec,ROCSD,SensSD,SpecSD
1,0.0081,0.9073357982300285,0.8899552191141755,0.7946875,4.3156365467721754e-4,6.468476374410639e-4,0.0039596452177128654
1,0.0082,0.9072151132713963,0.8897279384772464,0.7944579081632653,4.185057804903168e-4,6.221503240917373e-4,0.004071305893630269
1,0.0083,0.9070961586985663,0.8896427065232143,0.7941645408163265,4.112057050764194e-4,7.166696510007666e-4,0.004142954532885639
1,0.008400000000000001,0.9069874727046631,0.8894949755378574,0.7938903061224489,3.978304566300545e-4,8.09469087295071e-4,0.004301928810641384
1,0.0085,0.9068838321459785,0.8894097439066835,0.7936352040816327,3.8310551062654513e-4,8.297382024291807e-4,0.004389439546008292
1,0.0086,0.9067770155401139,0.8893699700494716,0.7933418367346939,3.684952932791665e-4,8.513284267068968e-4,0.004421395645892549
1,0.0087,0.9066693342964033,0.8893415588600307,0.7930165816326531,3.545353542967737e-4,8.762212347640635e-4,0.004451112579781173
1,0.0088,0.9065599188998668,0.8893017848413899,0.7927933673469387,3.4048713719681375e-4,8.990096497181179e-4,0.0044104926888362105
1,0.008900000000000002,0.9064487374600056,0.8893074669824206,0.7924553571428572,3.2661364169257344e-4,8.93326352671486e-4,0.004511615903845041
1,0.009000000000000001,0.9063357934288739,0.8892108710691852,0.7921364795918368,3.125561936981902e-4,9.022323023677075e-4,0.004575231721775921
1,0.0091,0.90622954734231,0.8891540507888811,0.7918303571428571,3.113737034902111e-4,9.121667891484519e-4,0.004582937184314314
1,0.0092,0.9061282210050573,0.8890915482061172,0.791498724489796,3.117497689385296e-4,9.167168503847526e-4,0.004751949599490247
1,0.0093,0.9060316973378991,0.8890915480446882,0.7911862244897959,3.099537648491694e-4,9.708338551097888e-4,0.0046905142675539545
1,0.009400000000000002,0.9059333962080974,0.8890801840854848,0.7909247448979592,3.0848101561685963e-4,9.544554821647874e-4,0.004747882211779101
1,0.0095000000000000015,0.9058344464208605,0.8890688191577071,0.7906441326530612,3.086916923068747e-4,9.90503114714199e-4,0.004788188261832209
1,0.009600000000000001,0.9057343149250177,0.8890233631594645,0.7904145408163266,3.085299292551971e-4,9.867019418390824e-4,0.004787232537742297
1,0.0097,0.9056320329010279,0.8889665419105861,0.7900956632653061,3.086912967549979e-4,0.0010317549617236768,0.0047061508554076936
1,0.0098,0.9055280703398537,0.8889381308825743,0.7897576530612245,3.0923818466168393e-4,0.0010848441866318467,0.004726944274430724
1,0.009899999999999999,0.9054232818402149,0.8886085671870786,0.7894132653061224,3.103161745262319e-4,0.0014195868734376497,0.004746404245084591
1,0.01,0.9053206548603578,0.8885290194726548,0.7891517857142857,3.1758084369964235e-4,0.0013713304221089615,0.0046483116507635164
1,0.001,0.9136260858068892,0.8945065767896887,0.8108163265306122,6.95874355223872e-4,0.0021744551169436137,0.0024705705800047513
1,0.002,0.9130556947156406,0.8944952115390529,0.8088456632653062,6.493254515920056e-4,0.0021037087209254137,0.0026249453037180373
1,0.003,0.9122216410998747,0.8946940848608383,0.8067729591836734,6.119464862719303e-4,0.002144713611977617,0.002864897855147544
1,0.004,0.9111990155259118,0.8944327136377314,0.8045790816326531,5.765642310185833e-4,0.00216400506083533,0.0033230345716795257
1,0.005,0.9100241205502059,0.8942054309022246,0.8025573979591837,5.132234910618221e-4,0.0022257647017647694,0.003865487810196357
1,0.006,0.9087587541501908,0.8938133626868164,0.800452806122449,4.2776290689606854e-4,0.002131514916538497,0.004315898983595328
1,0.007,0.9075101355018109,0.8935519869436962,0.7984821428571428,4.195461397391725e-4,0.002329534360691824,0.0041266377431452145
1,0.008,0.906283923121486,0.8934781176574351,0.7965178571428572,4.8754103679753336e-4,0.0021653776915263414,0.004582937184314302
1,0.009000000000000001,0.9050537383766605,0.8932678834435982,0.794406887755102,5.240844253881425e-4,0.0022863180442188828,0.004785745476460511
1,0.01,0.9038512761064323,0.8931769711242549,0.7925382653061225,5.477651246073588e-4,0.0025986750641166212,0.005200784347708757
